src_pmid	burst_year	threshold	time_period	Avg. # of Pub.	after_burst_window
3888262	2001	Threshold of 0.25%	Earlier Entrants	10.514285714285714	5y
3888262	2001	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	5.955414012738854	5y
3888266	2009	Threshold of 0.25%	Earlier Entrants	6.941176470588236	5y
3888266	2009	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	5.918552036199095	5y
3889001	2000	Threshold of 0.25%	Earlier Entrants	10.326086956521738	5y
3889001	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.445121951219512	5y
3890555	1998	Threshold of 0.25%	Earlier Entrants	29	5y
3890555	1998	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.47093023255814	5y
3891853	2000	Threshold of 0.25%	Earlier Entrants	6.023809523809524	5y
3891853	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.306122448979592	5y
3895225	1991	Threshold of 0.25%	Earlier Entrants	13.254901960784316	5y
3895225	1991	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.833333333333334	5y
3897286	1994	Threshold of 0.25%	Earlier Entrants	19.857142857142858	5y
3897286	1994	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.665697674418604	5y
3897378	1994	Threshold of 0.25%	Earlier Entrants	13.18	5y
3897378	1994	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.223776223776223	5y
3899167	1987	Threshold of 0.25%	Earlier Entrants	13.25	5y
3899167	1987	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.451612903225806	5y
3903750	2002	Threshold of 0.25%	Earlier Entrants	11.590909090909092	5y
3903750	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.637931034482758	5y
3905790	1995	Threshold of 0.25%	Earlier Entrants	9.775862068965518	5y
3905790	1995	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.585106382978724	5y
3907580	1995	Threshold of 0.25%	Earlier Entrants	11.8	5y
3907580	1995	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	6.837209302325581	5y
3913462	1989	Threshold of 0.25%	Earlier Entrants	19.32	5y
3913462	1989	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.282352941176471	5y
3918028	1996	Threshold of 0.25%	Earlier Entrants	14.485714285714286	5y
3918028	1996	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.47715736040609	5y
3918036	1995	Threshold of 0.25%	Earlier Entrants	12.24	5y
3918036	1995	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.16190476190476	5y
3918309	1989	Threshold of 0.25%	Earlier Entrants	7.8	5y
3918309	1989	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.090909090909092	5y
3919017	2005	Threshold of 0.25%	Earlier Entrants	12.11111111111111	5y
3919017	2005	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.270588235294118	5y
3919043	1992	Threshold of 0.25%	Earlier Entrants	11.125	5y
3919043	1992	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	7.65661252900232	5y
3926770	1990	Threshold of 0.25%	Earlier Entrants	14.827586206896552	5y
3926770	1990	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.47715736040609	5y
3926883	1992	Threshold of 0.25%	Earlier Entrants	19.58974358974359	5y
3926883	1992	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.43589743589743	5y
3927747	1991	Threshold of 0.25%	Earlier Entrants	13.470588235294118	5y
3927747	1991	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.29	5y
3934178	2002	Threshold of 0.25%	Earlier Entrants	3.857142857142857	5y
3934178	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.47457627118644	5y
3934671	2006	Threshold of 0.25%	Earlier Entrants	18.852941176470587	5y
3934671	2006	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.28048780487805	5y
3942217	1995	Threshold of 0.25%	Earlier Entrants	6	5y
3942217	1995	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.698224852071004	5y
3942240	1999	Threshold of 0.25%	Earlier Entrants	23.11111111111111	5y
3942240	1999	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.349315068493151	5y
3947081	1999	Threshold of 0.25%	Earlier Entrants	15.8	5y
3947081	1999	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.412903225806453	5y
3948164	1993	Threshold of 0.25%	Earlier Entrants	22.71794871794872	5y
3948164	1993	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	6.3319148936170215	5y
3953832	2004	Threshold of 0.25%	Earlier Entrants	14.814814814814817	5y
3953832	2004	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	7.86468200270636	5y
3958184	1995	Threshold of 0.25%	Earlier Entrants	31.77777777777778	5y
3958184	1995	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.685	5y
3958394	1989	Threshold of 0.25%	Earlier Entrants	8.153846153846153	5y
3958394	1989	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.265	5y
3963206	1993	Threshold of 0.25%	Earlier Entrants	10.458333333333334	5y
3963206	1993	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.97196261682243	5y
3965128	2002	Threshold of 0.25%	Earlier Entrants	13.333333333333334	5y
3965128	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.401612903225807	5y
3968064	1997	Threshold of 0.25%	Earlier Entrants	11.818181818181818	5y
3968064	1997	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.57615894039735	5y
3968088	2004	Threshold of 0.25%	Earlier Entrants	12.35135135135135	5y
3968088	2004	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.785714285714286	5y
3970204	1996	Threshold of 0.25%	Earlier Entrants	17.548387096774192	5y
3970204	1996	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.419243986254296	5y
3971515	2002	Threshold of 0.25%	Earlier Entrants	29.63636363636364	5y
3971515	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.06392694063927	5y
3972783	1999	Threshold of 0.25%	Earlier Entrants	15.473684210526317	5y
3972783	1999	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.13978494623656	5y
3980988	2000	Threshold of 0.25%	Earlier Entrants	14.21951219512195	5y
3980988	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	6.36734693877551	5y
3987627	1994	Threshold of 0.25%	Earlier Entrants	13	5y
3987627	1994	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.607692307692307	5y
3988743	2004	Threshold of 0.25%	Earlier Entrants	15.51063829787234	5y
3988743	2004	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.935779816513762	5y
3988771	2007	Threshold of 0.25%	Earlier Entrants	3.5	5y
3988771	2007	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.01801801801802	5y
3989322	1991	Threshold of 0.25%	Earlier Entrants	17.350877192982455	5y
3989322	1991	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.151898734177216	5y
3998512	1991	Threshold of 0.25%	Earlier Entrants	8.275862068965518	5y
3998512	1991	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	5.880434782608695	5y
4003920	2006	Threshold of 0.25%	Earlier Entrants	20.176470588235293	5y
4003920	2006	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.60655737704918	5y
4006150	2002	Threshold of 0.25%	Earlier Entrants	30.89583333333333	5y
4006150	2002	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.626760563380282	5y
4008926	1997	Threshold of 0.25%	Earlier Entrants	15.144329896907216	5y
4008926	1997	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.557777777777778	5y
4014446	1998	Threshold of 0.25%	Earlier Entrants	7.46875	5y
4014446	1998	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.497297297297298	5y
4016093	1992	Threshold of 0.25%	Earlier Entrants	12.892857142857142	5y
4016093	1992	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.20408163265306	5y
4018396	1990	Threshold of 0.25%	Earlier Entrants	20.80434782608696	5y
4018396	1990	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	7.923076923076923	5y
4025573	1992	Threshold of 0.25%	Earlier Entrants	19.857142857142858	5y
4025573	1992	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	4.370786516853933	5y
4026297	2008	Threshold of 0.25%	Earlier Entrants	4.6	5y
4026297	2008	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.308016877637131	5y
4030577	1996	Threshold of 0.25%	Earlier Entrants	10.6	5y
4030577	1996	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.787096774193548	5y
4031066	1991	Threshold of 0.25%	Earlier Entrants	10.186440677966102	5y
4031066	1991	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.701149425287356	5y
4037099	1994	Threshold of 0.25%	Earlier Entrants	8.9	5y
4037099	1994	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.510344827586207	5y
4037113	1992	Threshold of 0.25%	Earlier Entrants	29.634615384615383	5y
4037113	1992	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.961904761904762	5y
4039335	1991	Threshold of 0.25%	Earlier Entrants	15.412587412587412	5y
4039335	1991	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.985148514851485	5y
4039536	1991	Threshold of 0.25%	Earlier Entrants	12.544303797468354	5y
4039536	1991	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.601092896174864	5y
4040517	1992	Threshold of 0.25%	Earlier Entrants	24.807692307692307	5y
4040517	1992	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.654135338345863	5y
4044836	1993	Threshold of 0.25%	Earlier Entrants	11.625	5y
4044836	1993	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.327586206896552	5y
4055725	2014	Threshold of 0.25%	Earlier Entrants	20.142857142857142	5y
4055725	2014	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	7.328719723183391	5y
4055747	1987	Threshold of 0.25%	Earlier Entrants	8.2	5y
4055747	1987	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.03960396039604	5y
4055786	1992	Threshold of 0.25%	Earlier Entrants	10.607142857142858	5y
4055786	1992	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.282352941176471	5y
4056041	1992	Threshold of 0.25%	Earlier Entrants	10.212765957446807	5y
4056041	1992	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.205882352941176	5y
4056052	1997	Threshold of 0.25%	Earlier Entrants	15.56842105263158	5y
4056052	1997	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.771794871794873	5y
4061668	2004	Threshold of 0.25%	Earlier Entrants	12.533333333333331	5y
4061668	2004	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.37463126843658	5y
4061680	1992	Threshold of 0.25%	Earlier Entrants	5.615384615384615	5y
4061680	1992	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.144	5y
4064840	1997	Threshold of 0.25%	Earlier Entrants	19.428571428571427	5y
4064840	1997	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.346715328467154	5y
4066040	1988	Threshold of 0.25%	Earlier Entrants	5.529411764705882	5y
4066040	1988	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.885245901639344	5y
4066709	1992	Threshold of 0.25%	Earlier Entrants	14.157894736842104	5y
4066709	1992	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.342857142857143	5y
4074667	1988	Threshold of 0.25%	Earlier Entrants	12.590909090909092	5y
4074667	1988	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	7.475	5y
4077989	1995	Threshold of 0.25%	Earlier Entrants	16.666666666666668	5y
4077989	1995	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.366120218579235	5y
4092041	2000	Threshold of 0.25%	Earlier Entrants	7.1	5y
4092041	2000	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.21505376344086	5y
4092864	1991	Threshold of 0.25%	Earlier Entrants	7.3478260869565215	5y
4092864	1991	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.072916666666666	5y
4101965	1977	Threshold of 0.25%	Earlier Entrants	13.333333333333334	5y
4101965	1977	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	7.588888888888889	5y
4127532	1983	Threshold of 0.25%	Earlier Entrants	3.6666666666666665	5y
4127532	1983	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.371794871794872	5y
4132628	1981	Threshold of 0.25%	Earlier Entrants	14.181818181818182	5y
4132628	1981	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.732673267326733	5y
4134759	1978	Threshold of 0.25%	Earlier Entrants	10.3	5y
4134759	1978	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.370967741935484	5y
4139719	1978	Threshold of 0.25%	Earlier Entrants	16.97222222222222	5y
4139719	1978	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	19.85	5y
4149027	1986	Threshold of 0.25%	Earlier Entrants	10.666666666666666	5y
4149027	1986	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.350282485875706	5y
4151814	1983	Threshold of 0.25%	Earlier Entrants	2.1666666666666665	5y
4151814	1983	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	4.166666666666667	5y
4151950	1983	Threshold of 0.25%	Earlier Entrants	3.125	5y
4151950	1983	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	3.4457831325301207	5y
4152919	1987	Threshold of 0.25%	Earlier Entrants	15.838709677419354	5y
4152919	1987	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	15.011904761904765	5y
4153532	1992	Threshold of 0.25%	Earlier Entrants	3.25	5y
4153532	1992	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	6.598870056497175	5y
4205369	1995	Threshold of 0.25%	Earlier Entrants	5	5y
4205369	1995	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	5.582914572864322	5y
4247193	1978	Threshold of 0.25%	Earlier Entrants	9.5	5y
4247193	1978	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	6.826771653543307	5y
4248592	1982	Threshold of 0.25%	Earlier Entrants	35	5y
4248592	1982	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.335526315789474	5y
4251067	1977	Threshold of 0.25%	Earlier Entrants	7	5y
4251067	1977	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.452229299363058	5y
4255273	1982	Threshold of 0.25%	Earlier Entrants	29	5y
4255273	1982	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.242937853107344	5y
4262638	1978	Threshold of 0.25%	Earlier Entrants	16.35	5y
4262638	1978	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.487704918032788	5y
4267013	1981	Threshold of 0.25%	Earlier Entrants	9.84	5y
4267013	1981	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.212014134275618	5y
4270332	1979	Threshold of 0.25%	Earlier Entrants	12.529411764705882	5y
4270332	1979	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.386973180076629	5y
4273614	1988	Threshold of 0.25%	Earlier Entrants	8.606060606060606	5y
4273614	1988	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	7.147435897435898	5y
4314900	1980	Threshold of 0.25%	Earlier Entrants	9.666666666666666	5y
4314900	1980	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.77952755905512	5y
4314934	1976	Threshold of 0.25%	Earlier Entrants	25.444444444444443	5y
4314934	1976	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.91891891891892	5y
4315153	1975	Threshold of 0.25%	Earlier Entrants	4.384615384615385	5y
4315153	1975	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.575757575757576	5y
4316679	1977	Threshold of 0.25%	Earlier Entrants	9.76923076923077	5y
4316679	1977	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.7918367346938755	5y
4319986	1978	Threshold of 0.25%	Earlier Entrants	2.6153846153846154	5y
4319986	1978	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.58288770053476	5y
4322201	1974	Threshold of 0.25%	Earlier Entrants	7.35	5y
4322201	1974	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.446153846153846	5y
4322253	1981	Threshold of 0.25%	Earlier Entrants	5	5y
4322253	1981	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.613333333333332	5y
4324999	1981	Threshold of 0.25%	Earlier Entrants	10.857142857142858	5y
4324999	1981	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.205607476635514	5y
4335064	1986	Threshold of 0.25%	Earlier Entrants	10.764705882352942	5y
4335064	1986	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.160714285714286	5y
4339187	1976	Threshold of 0.25%	Earlier Entrants	5.956521739130435	5y
4339187	1976	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	7.910714285714286	5y
4341698	1978	Threshold of 0.25%	Earlier Entrants	11.88888888888889	5y
4341698	1978	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.64313725490196	5y
4342972	1981	Threshold of 0.25%	Earlier Entrants	7.421052631578948	5y
4342972	1981	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.799107142857142	5y
4351810	1980	Threshold of 0.25%	Earlier Entrants	5	5y
4351810	1980	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	6.043478260869565	5y
4352195	1979	Threshold of 0.25%	Earlier Entrants	7.5	5y
4352195	1979	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.058823529411764	5y
4361683	1981	Threshold of 0.25%	Earlier Entrants	8.914893617021276	5y
4361683	1981	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.973684210526317	5y
4361684	1986	Threshold of 0.25%	Earlier Entrants	19.5	5y
4361684	1986	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.194174757281552	5y
4364002	1984	Threshold of 0.25%	Earlier Entrants	14.588235294117649	5y
4364002	1984	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	7.079166666666667	5y
4364209	1987	Threshold of 0.25%	Earlier Entrants	6.375	5y
4364209	1987	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.597222222222221	5y
4365859	1990	Threshold of 0.25%	Earlier Entrants	35.30769230769231	5y
4365859	1990	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.258503401360544	5y
4366942	1984	Threshold of 0.25%	Earlier Entrants	9.357142857142858	5y
4366942	1984	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.058823529411764	5y
4367256	1984	Threshold of 0.25%	Earlier Entrants	30.33333333333333	5y
4367256	1984	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.901185770750988	5y
4374702	1978	Threshold of 0.25%	Earlier Entrants	14.166666666666666	5y
4374702	1978	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.772727272727272	5y
4374706	1981	Threshold of 0.25%	Earlier Entrants	12.116279069767442	5y
4374706	1981	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	18.43589743589743	5y
4402563	1977	Threshold of 0.25%	Earlier Entrants	3.857142857142857	5y
4402563	1977	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.358108108108109	5y
4403259	1981	Threshold of 0.25%	Earlier Entrants	6.571428571428571	5y
4403259	1981	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.95138888888889	5y
4414966	1985	Threshold of 0.25%	Earlier Entrants	13.9375	5y
4414966	1985	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.788079470198676	5y
4438345	1982	Threshold of 0.25%	Earlier Entrants	12.357142857142858	5y
4438345	1982	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.591240875912408	5y
4500545	1998	Threshold of 0.25%	Earlier Entrants	2.8666666666666667	5y
4500545	1998	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	6.964705882352941	5y
4500547	1982	Threshold of 0.25%	Earlier Entrants	10.571428571428571	5y
4500547	1982	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.033613445378151	5y
4504331	1981	Threshold of 0.25%	Earlier Entrants	16.5	5y
4504331	1981	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.47222222222222	5y
4504352	1979	Threshold of 0.25%	Earlier Entrants	7.813953488372093	5y
4504352	1979	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.919540229885058	5y
4504374	1977	Threshold of 0.25%	Earlier Entrants	3.742857142857143	5y
4504374	1977	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	2.980952380952381	5y
4509325	1978	Threshold of 0.25%	Earlier Entrants	6.6875	5y
4509325	1978	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	7.021739130434782	5y
4509654	1981	Threshold of 0.25%	Earlier Entrants	9.055555555555555	5y
4509654	1981	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.796833773087071	5y
4514325	1982	Threshold of 0.25%	Earlier Entrants	6.214285714285714	5y
4514325	1982	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	7.074418604651163	5y
4515620	1980	Threshold of 0.25%	Earlier Entrants	9.242424242424242	5y
4515620	1980	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	12.364406779661016	5y
4518111	1986	Threshold of 0.25%	Earlier Entrants	17.285714285714285	5y
4518111	1986	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.292307692307691	5y
4518994	1987	Threshold of 0.25%	Earlier Entrants	11	5y
4518994	1987	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.982142857142858	5y
4521054	1983	Threshold of 0.25%	Earlier Entrants	9.5	5y
4521054	1983	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.072847682119203	5y
4527818	1984	Threshold of 0.25%	Earlier Entrants	24.53333333333333	5y
4527818	1984	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	26.21153846153846	5y
4531042	1982	Threshold of 0.25%	Earlier Entrants	16.666666666666668	5y
4531042	1982	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.691729323308271	5y
4556458	1975	Threshold of 0.25%	Earlier Entrants	9.761467889908255	5y
4556458	1975	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.797687861271676	5y
4558654	1979	Threshold of 0.25%	Earlier Entrants	6.117647058823529	5y
4558654	1979	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	6.917582417582418	5y
4578102	1978	Threshold of 0.25%	Earlier Entrants	8.727272727272727	5y
4578102	1978	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.82089552238806	5y
4586445	1980	Threshold of 0.25%	Earlier Entrants	4	5y
4586445	1980	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	6.341269841269841	5y
4592254	1990	Threshold of 0.25%	Earlier Entrants	10.76923076923077	5y
4592254	1990	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.863013698630136	5y
4592259	1979	Threshold of 0.25%	Earlier Entrants	9.8125	5y
4592259	1979	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.042780748663102	5y
4594445	1975	Threshold of 0.25%	Earlier Entrants	8.333333333333334	5y
4594445	1975	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.596491228070176	5y
4660457	1996	Threshold of 0.25%	Earlier Entrants	16.647058823529413	5y
4660457	1996	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	5.927536231884058	5y
4672946	1999	Threshold of 0.25%	Earlier Entrants	3.6666666666666665	5y
4672946	1999	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	5.0979020979020975	5y
4810069	1986	Threshold of 0.25%	Earlier Entrants	11.333333333333334	5y
4810069	1986	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.402366863905325	5y
4817971	1978	Threshold of 0.25%	Earlier Entrants	11.181818181818182	5y
4817971	1978	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.572327044025156	5y
4818763	1986	Threshold of 0.25%	Earlier Entrants	11.1	5y
4818763	1986	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.669291338582678	5y
4820328	1989	Threshold of 0.25%	Earlier Entrants	10	5y
4820328	1989	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.271186440677964	5y
4823059	1984	Threshold of 0.25%	Earlier Entrants	31	5y
4823059	1984	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	7.6571428571428575	5y
4855656	1979	Threshold of 0.25%	Earlier Entrants	11.679245283018869	5y
4855656	1979	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	15.669117647058824	5y
4912535	1979	Threshold of 0.25%	Earlier Entrants	11.4	5y
4912535	1979	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.825806451612904	5y
4922290	1976	Threshold of 0.25%	Earlier Entrants	7.810126582278481	5y
4922290	1976	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.833333333333334	5y
4922744	1984	Threshold of 0.25%	Earlier Entrants	19.42105263157895	5y
4922744	1984	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.686006825938566	5y
4923859	1978	Threshold of 0.25%	Earlier Entrants	14.555555555555555	5y
4923859	1978	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	9.99099099099099	5y
4926974	1977	Threshold of 0.25%	Earlier Entrants	8.266666666666667	5y
4926974	1977	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.349056603773585	5y
4927244	1975	Threshold of 0.25%	Earlier Entrants	6.696969696969697	5y
4927244	1975	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.321739130434782	5y
4943557	1980	Threshold of 0.25%	Earlier Entrants	4.615384615384615	5y
4943557	1980	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	5.846774193548387	5y
4944066	1990	Threshold of 0.25%	Earlier Entrants	13	5y
4944066	1990	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.613418530351439	5y
4983994	1976	Threshold of 0.25%	Earlier Entrants	3.2	5y
4983994	1976	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.201923076923077	5y
4990628	1982	Threshold of 0.25%	Earlier Entrants	12	5y
4990628	1982	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	10.067796610169491	5y
4995816	1977	Threshold of 0.25%	Earlier Entrants	6.222222222222222	5y
4995816	1977	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	13.33673469387755	5y
4997208	1978	Threshold of 0.25%	Earlier Entrants	11.333333333333334	5y
4997208	1978	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	7.397727272727272	5y
5007155	1993	Threshold of 0.25%	Earlier Entrants	17	5y
5007155	1993	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	8.264705882352942	5y
5007913	1977	Threshold of 0.25%	Earlier Entrants	7.4	5y
5007913	1977	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	14.53012048192771	5y
5009349	1982	Threshold of 0.25%	Earlier Entrants	15.142857142857142	5y
5009349	1982	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.182266009852215	5y
5009401	1974	Threshold of 0.25%	Earlier Entrants	12.515151515151516	5y
5009401	1974	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	11.54310344827586	5y
5014927	1981	Threshold of 0.25%	Earlier Entrants	5.473684210526316	5y
5014927	1981	Threshold of 0.25%	Near-Collapse Actives (≤ 2y)	5.822033898305085	5y
